id	culture_profile_id	category	title	description	social_class	gender_context	age_group	season	time_period_start	time_period_end	sources
dl-461	cp-byzantine	clothing	Imperial Purple	Only the Byzantine emperor could wear fully purple garments (porphyra), with the color's association with imperial authority enforced by severe sumptuary penalties.	elite	male	adult	all	330	1453	["Ball, Jennifer. Byzantine Dress"]
dl-462	cp-ottoman	clothing	Women's Ferace Overgarment	Ottoman women wore the ferace, a full-length overgarment, and the yaşmak face veil when appearing in public, with fabric quality indicating social standing.	all	female	adult	all	1299	1922	["Atasoy, Nurhan. Ottoman Costume"]
dl-463	cp-ottoman	diet	Sherbet Beverages	Ottoman court and coffeehouse culture featured elaborate fruit sherbets made from pomegranate, rose, tamarind, and other fruits mixed with sugar and ice.	all	all	all	summer	1299	1922	["Zubaida, Sami. A Taste of Thyme"]
dl-464	cp-tang-chinese	clothing	Official Court Robes	Tang officials wore color-coded court robes (purple for the highest ranks, then crimson, green, and blue) with embroidered rank badges and specific headgear.	elite	male	adult	all	618	907	["Benn, Charles. China's Golden Age"]
dl-465	cp-tang-chinese	social_customs	Lantern Festival	The Tang Lantern Festival (Yuanxiao) on the fifteenth day of the first month saw Chang'an's curfew suspended for three nights of lantern displays and street celebrations.	all	all	all	spring	618	907	["Benn, Charles. China's Golden Age"]
dl-466	cp-joseon-korean	occupation	Paper Making	Joseon artisans produced high-quality hanji paper from mulberry bark pulp, used for books, documents, windows, flooring, and even clothing.	common	all	adult	all	1392	1897	["Sohn, Pow-key. Early Korean Typography"]
dl-467	cp-joseon-korean	social_customs	Chuseok Harvest Festival	During Chuseok, Joseon families gathered to honor ancestors with freshly harvested foods, perform circle dances (ganggangsullae), and visit ancestral graves.	all	all	all	autumn	1392	1897	["Clark, Donald. Culture and Customs of Korea"]
dl-468	cp-roman	hygiene	Latrinae Public Toilets	Roman public latrinae featured long stone benches with keyhole-shaped openings over a flowing water channel, with communal sponge-sticks (tersorium) for cleaning.	all	all	adult	all	-200	476	["Hobson, Barry. Latrinae et Foricae"]
dl-469	cp-roman	diet	Bread Dole Distribution	From the late Republic onward, eligible Roman citizens received free grain (later baked bread) through the annona system, supporting hundreds of thousands of urban poor.	common	all	adult	all	-123	476	["Garnsey, Peter. Famine and Food Supply in the Graeco-Roman World"]
dl-470	cp-roman	education	Rhetor Schools	Elite Roman boys completed education at the rhetor's school from age sixteen, mastering public speaking through declamation exercises essential for political careers.	elite	male	child	all	-200	476	["Bonner, Stanley. Education in Ancient Rome"]
dl-471	cp-roman	occupation	Garum Factory Workers	Workers at garum production facilities along the Mediterranean coast layered fish and salt in stone vats, fermenting the mixture for weeks in the sun.	common	all	adult	summer	-300	476	["Curtis, Robert. Garum and Salsamenta"]
dl-472	cp-egyptian	transportation	Donkey Caravans	Donkeys served as the primary overland pack animals in Egypt, carrying goods along desert trade routes to oases and neighboring regions.	merchant	all	adult	all	-3000	-30	["Vinson, Steve. Egyptian Boats and Ships"]
dl-473	cp-egyptian	recreation	Hunting in the Marshes	Egyptian elites hunted waterfowl in papyrus marshes using throwsticks from small boats, an activity depicted frequently in tomb paintings.	elite	male	adult	all	-3000	-30	["Decker, Wolfgang. Sports and Games of Ancient Egypt"]
dl-474	cp-egyptian	occupation	Papyrus Production	Egyptian workers harvested papyrus reeds from the Nile marshes, slicing and layering the pith into sheets pressed and dried to create writing material.	common	all	adult	all	-3000	-30	["Parkinson, Richard. The Rosetta Stone"]
dl-475	cp-egyptian	social_customs	Wabet Embalming	Egyptian embalmers performed mummification in the wabet (purification tent) over seventy days, removing organs, desiccating the body with natron, and wrapping in linen.	priestly	male	adult	all	-2600	-30	["Taylor, John. Death and the Afterlife in Ancient Egypt"]
dl-476	cp-aztec	occupation	Obsidian Blade Production	Aztec artisans produced razor-sharp obsidian blades through pressure flaking, creating tools and weapons from volcanic glass quarried at nearby deposits.	common	male	adult	all	1325	1521	["Clark, John. Obsidian in Mesoamerica"]
dl-477	cp-aztec	hygiene	Soap Root Cleaning	Aztecs used the root of the copalxocotl (soap tree) as a cleansing agent for bathing and washing clothes, valuing personal cleanliness highly.	all	all	all	all	1325	1521	["Ortiz de Montellano, Bernard. Aztec Medicine, Health, and Nutrition"]
dl-478	cp-aztec	transportation	Canoe Travel on Lake Texcoco	Aztec residents of Tenochtitlan traveled across Lake Texcoco and through the city's canal network in flat-bottomed canoes, the primary means of urban transport.	all	all	adult	all	1325	1521	["Hassig, Ross. Trade, Tribute, and Transportation"]
dl-479	cp-medieval-european	occupation	Wool Production	Medieval English sheep farming and wool production formed the backbone of the economy, with raw wool exported to Flanders for processing into fine cloth.	common	all	adult	all	1100	1500	["Power, Eileen. The Wool Trade in English Medieval History"]
dl-480	cp-medieval-european	hygiene	Herbal Remedy Medicine	Medieval Europeans relied on herbal remedies prescribed by local healers, monks, and wise women, combining plants like comfrey, sage, and chamomile with prayer.	all	all	all	all	500	1500	["Rawcliffe, Carole. Medicine and Society in Later Medieval England"]
dl-481	cp-medieval-european	clothing	Sumptuary Laws	Medieval European sumptuary laws restricted clothing materials and colors by social class, with furs, silks, and certain dyes reserved for the nobility.	all	all	adult	all	1200	1500	["Piponnier, Françoise. Dress in the Middle Ages"]
dl-482	cp-medieval-european	transportation	Pilgrim Travel	Medieval pilgrims traveled on foot to holy sites like Canterbury, Santiago de Compostela, and Jerusalem, staying at hospices and monasteries along established routes.	all	all	adult	all	1000	1500	["Webb, Diana. Pilgrims and Pilgrimage in the Medieval West"]
dl-483	cp-viking	social_customs	Runestone Memorials	Viking families commissioned carved runestones to commemorate deceased relatives, with inscriptions recording names, deeds, and family relationships in runic script.	all	all	adult	all	793	1066	["Sawyer, Birgit. The Viking-Age Rune-Stones"]
dl-484	cp-viking	diet	Smoked and Salted Meat	Vikings preserved meat through smoking in longhouse roof spaces and salt curing, storing provisions to sustain families through the long Scandinavian winters.	all	all	all	autumn	793	1066	["Short, William. Icelanders in the Viking Age"]
dl-485	cp-viking	clothing	Leather Shoes and Boots	Viking cobblers produced turnshoe footwear by sewing leather shoes inside-out then turning them, creating fitted boots essential for cold and wet conditions.	all	all	all	all	793	1066	["Carlson, Marc. Footwear of the Middle Ages"]
dl-486	cp-han-chinese	clothing	Official Rank Indicators	Han officials wore distinctive headdresses (guan) and sash colors indicating their bureaucratic rank, with specific regulations for court appearances.	elite	male	adult	all	-206	220	["Benn, Charles. China's Golden Age"]
dl-487	cp-han-chinese	recreation	Storytelling and Acrobatics	Han entertainment included storytelling performances, acrobatic shows (baixi), and puppet theater, performed at markets and during festivals.	all	all	all	all	-206	220	["Wang, Zhongshu. Han Civilization"]
dl-488	cp-persian	clothing	Women's Veiled Dress	Persian women of the Achaemenid court wore layered robes and veils in public, with fine textiles and jewelry reflecting household wealth and status.	all	female	adult	all	-550	-330	["Briant, Pierre. From Cyrus to Alexander"]
dl-489	cp-persian	occupation	Carpet Weaving	Persian artisans wove elaborate knotted carpets using wool and silk, with intricate geometric and floral patterns that became celebrated trade goods.	common	female	adult	all	-550	-330	["Curtis, John. Ancient Persia"]
dl-490	cp-babylonian	diet	Date Wine	Babylonians produced date wine by fermenting crushed dates, creating a sweet alcoholic beverage consumed alongside beer as a daily drink.	all	all	adult	all	-1894	-539	["Nemet-Nejat, Karen. Daily Life in Ancient Mesopotamia"]
dl-491	cp-babylonian	occupation	Textile Production	Babylonian women spun wool and wove textiles in domestic workshops, producing fabric for household use and trade that formed a major economic activity.	common	female	adult	all	-1894	-539	["Van De Mieroop, Marc. The Ancient Mesopotamian City"]
dl-492	cp-phoenician	housing	Tyre Island Fortress City	Tyre's island location made it a densely built maritime fortress, with multi-story buildings, harbor facilities, and temples crowded onto limited island space.	all	all	all	all	-1200	-300	["Markoe, Glenn. Phoenicians"]
dl-493	cp-phoenician	diet	Wine Production and Export	Phoenician vineyards produced wines stored in distinctive amphoras, with Byblos wine particularly prized and exported throughout the Mediterranean world.	all	all	adult	autumn	-1200	-300	["McGovern, Patrick. Ancient Wine"]
dl-494	cp-celtic	social_customs	Severed Head Trophies	Celtic warriors collected and displayed the severed heads of enemies, believing the head contained the soul, mounting them on doorposts or preserving them in cedar oil.	military	male	adult	all	-800	100	["Cunliffe, Barry. The Ancient Celts"]
dl-495	cp-celtic	diet	Dairy Products	Celtic peoples consumed large quantities of dairy products including butter, cheese, and curds, with cattle ownership determining social status and wealth.	all	all	all	all	-800	100	["Kelly, Fergus. Early Irish Farming"]
dl-496	cp-greek	occupation	Silver Mining at Laurion	Thousands of enslaved workers mined silver at Laurion in southern Attica, working in narrow underground shafts under brutal conditions to fund Athens' naval fleet.	slave	male	adult	all	-600	-300	["Conophagos, Constantine. Le Laurium antique"]
dl-497	cp-greek	social_customs	Funerary Rites and Prothesis	Greek funerary customs required ritual washing of the dead (prothesis), lamentation by women, and burial or cremation with grave goods for the journey to Hades.	all	all	all	all	-800	-146	["Kurtz, Donna. Greek Burial Customs"]
dl-498	cp-roman	recreation	Circus Maximus Chariot Racing	Roman chariot racing at the Circus Maximus drew crowds of 250,000 spectators who passionately supported teams identified by colors: Reds, Whites, Blues, and Greens.	all	all	all	all	-300	476	["Humphrey, John. Roman Circuses"]
dl-499	cp-roman	social_customs	Lupercalia Festival	During the Lupercalia festival in February, young men ran through Rome striking bystanders with goatskin thongs, believed to promote fertility and purification.	all	all	adult	winter	-753	494	["Wiseman, T.P. Remus: A Roman Myth"]
dl-500	cp-roman	housing	Villa Rustica Farm Estates	Wealthy Romans owned villa rusticae, country estates combining a luxurious residence with a working farm operated by enslaved laborers producing wine, olive oil, and grain.	elite	all	all	all	-200	476	["Percival, John. The Roman Villa"]
dl-501	cp-sumerian	recreation	Wrestling Competitions	Sumerian men engaged in wrestling as both sport and religious ritual, with matches depicted on cylinder seals and celebrated during festival competitions.	all	male	adult	all	-3500	-2000	["Decker, Wolfgang. Sports and Games of Ancient Egypt"]
dl-502	cp-egyptian	housing	Garden Estates of the Elite	Wealthy Egyptian estates featured walled gardens with pools, fruit trees, and grape arbors providing shade and food in the arid climate.	elite	all	all	all	-2000	-30	["Wilkinson, Alix. The Garden in Ancient Egypt"]
dl-503	cp-mughal-indian	recreation	Miniature Painting Studios	Mughal court ateliers employed hundreds of painters who produced exquisite miniature paintings documenting court life, hunting scenes, and literary narratives.	elite	male	adult	all	1526	1857	["Beach, Milo. Mughal and Rajput Painting"]
dl-504	cp-mughal-indian	occupation	Cotton Textile Production	Mughal Indian weavers produced fine cotton muslins and calicoes that were the most sought-after textiles in global trade, with Dhaka muslin famous for its sheerness.	common	all	adult	all	1526	1857	["Riello, Giorgio. Cotton: The Fabric that Made the Modern World"]
dl-505	cp-benin-kingdom	diet	Palm Wine	Benin Kingdom residents consumed palm wine tapped from raffia and oil palms, served fresh or fermented as a daily social beverage.	all	all	adult	all	1200	1897	["Connah, Graham. African Civilizations"]
dl-506	cp-benin-kingdom	clothing	Wrapper and Coral	Benin commoners wore cotton or raffia wrappers around the waist, while titled chiefs added coral necklaces and beaded ornaments granted by the Oba.	all	all	adult	all	1200	1897	["Ezra, Kate. Royal Art of Benin"]
dl-507	cp-khmer	clothing	Gold Jewelry and Headdresses	Khmer royalty wore elaborate gold crowns, necklaces, and arm bands, with Zhou Daguan noting that even common people wore gold rings on their fingers.	all	all	adult	all	802	1431	["Zhou Daguan. A Record of Cambodia"]
dl-508	cp-khmer	recreation	Classical Dance (Apsara)	Khmer court dancers performed the sacred apsara dance inspired by celestial nymphs carved at Angkor Wat, with precise hand gestures encoding narrative meaning.	elite	female	adult	all	802	1431	["Cravath, Paul. Earth in Flower"]
dl-509	cp-inca	occupation	Terrace Farming	Inca engineers built elaborate stone terracing (andenes) on steep mountain slopes, creating flat agricultural platforms with irrigation channels to farm at high altitudes.	common	all	adult	all	1400	1533	["D'Altroy, Terence. The Incas"]
dl-510	cp-inca	social_customs	Capacocha Child Offerings	The Inca practice of capacocha involved the ritual sacrifice of specially selected children on high mountain peaks during times of crisis or important state events.	priestly	all	child	all	1400	1533	["Reinhard, Johan. The Ice Maiden"]
dl-511	cp-maya	occupation	Salt Production	Coastal Maya communities produced salt by evaporating seawater in shallow clay pans, creating a valuable trade commodity essential for food preservation.	common	all	adult	dry	-400	1500	["McKillop, Heather. Salt: White Gold of the Ancient Maya"]
dl-512	cp-maya	clothing	Cotton Weaving	Maya women wove cotton textiles on backstrap looms, producing cloth with intricate brocade patterns that indicated community affiliation and social status.	all	female	adult	all	-2000	1500	["Hendon, Julia. Living and Working at Home"]
dl-513	cp-polynesian	occupation	Taro Cultivation	Polynesian farmers cultivated taro in irrigated pondfields (lo'i), diverting streams through elaborate canal systems to flood terraced plots.	common	all	adult	all	300	1800	["Kirch, Patrick. Feathered Gods and Fishhooks"]
dl-514	cp-polynesian	clothing	Feather Cloaks	Hawaiian chiefs wore feather cloaks (ahu'ula) made from thousands of tiny red and yellow feathers, symbolizing divine authority and mana.	elite	male	adult	all	300	1800	["Kaeppler, Adrienne. Artificial Curiosities"]
dl-515	cp-inuit	occupation	Kayak Hunting	Inuit hunters used sleek one-person kayaks covered in sealskin to pursue seals, walrus, and whales along Arctic coastlines with harpoons and toggling points.	common	male	adult	summer	-3000	1900	["McGhee, Robert. Ancient People of the Arctic"]
dl-516	cp-inuit	clothing	Waterproof Seal Gut Parkas	Inuit women sewed waterproof outer garments from strips of seal intestine, creating translucent rain jackets essential for kayaking and wet weather.	all	all	adult	summer	-3000	1900	["Issenman, Betty. Sinews of Survival"]
dl-517	cp-mississippian	social_customs	Green Corn Ceremony	Mississippian communities celebrated the Green Corn Ceremony at the maize harvest, involving fasting, ritual purification, fire renewal, and feasting on the new crop.	all	all	all	summer	800	1600	["Hudson, Charles. The Southeastern Indians"]
dl-518	cp-mississippian	hygiene	Black Drink Purification	Mississippian men consumed the Black Drink, a caffeinated holly tea, in ritual purification ceremonies that induced vomiting and spiritual cleansing before councils.	all	male	adult	all	800	1600	["Hudson, Charles. The Southeastern Indians"]
dl-519	cp-great-zimbabwe	diet	Cattle Kraal Economy	Great Zimbabwe maintained large cattle kraals within and near the settlement, with cattle serving as wealth, food source, and ritual offerings.	all	all	all	all	1100	1450	["Huffman, Thomas. Snakes and Crocodiles"]
dl-520	cp-great-zimbabwe	occupation	Cotton Spinning	Great Zimbabwe inhabitants spun cotton using spindle whorls found in archaeological excavations, producing thread for locally woven textiles.	common	female	adult	all	1100	1450	["Pikirayi, Innocent. The Zimbabwe Culture"]
